CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
7f2c16d630e556f251019c69ce2b4c40f5dd59cc342c3002209a3644a87bf766109b8c64d551fd27aab42e47659366768c57f06337fcaaf2aef857dd9043346a,,07/06/2023 14:30,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,07/06/2023 15:45,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,412,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,5,7,,,
83fdd105d18514515584bcb6d2bead0f203c484c3e398efc15a7fa9a3b6e7b1ee3e05c08a41df1324330c9fa69f8c824b92b965fa3fc65773108a87f6a261c62,,06/22/2023 08:45:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,RAMP,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",06/22/2023 08:49:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2,W,I190 EXPY,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,5,6,,,
856f139e5a4a06643cef6fd5f5200225f74b43c20ab2d4ec9c04a78c3df621901fef69657ca7c519907af238ddf92296346137b0d810bd218ab0b6b5f69a299a,,04/21/2023 03:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,04/21/2023 03:45:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,6,4,,,
87932cbbfb2ba29a0c6d184f2b745ae47b01b44c2d3e75fa8227faa57fbbfe1ed4e204479fa9974f34f21485ca282e38635f9898c47c11d4a72511c1dcd4eee7,,06/18/2021 01:35:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,06/18/2021 04:05:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3,W,TERMINAL ST,1653,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,6,6,,,
704a1a6726590f98281e76f9a5ddaa86155921b82a28631a4af2c331aa4749099206886b2c42b964ae06c867aa08cb2a69b7f5b57881cf2bc8786bba6b2a7c2a,,08/14/2023 03:45:00 PM,35,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/14/2023 03:53:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,8700,S,BISHOP ST,2222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,2,8,41.7357519,-87.65956183,POINT (-87.65956183196 41.735751900992)
87a5f1913061fbfc022966ccc7949e7b93507cee6cb27e728a5505d4965e4af6f33c1380f71432196a0d96d07d479b8e2bbf7b7d8766b42c38e34c80ab90754e,,11/02/2016 16:49,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DUSK,ANGLE,OTHER,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/02/2016 16:49,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,6555,S,LAKE SHORE DR NB,331,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,11,,,
9e5b32e27b1a7af7547d9aaa542d01bad347197ea6d33c63dd46633254b0b6b3d0ee714b0bc3d7ccbd91eb2dabed499543d6765aa392923b8bab65291c2b8ebc,,07/14/2023 12:10:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/14/2023 12:15:00 AM,NOT APPLICABLE,NOT APPLICABLE,162,N,BESSIE COLEMAN DR,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,6,7,,,
3f8e900ff93ed2b4ebef4b280b6bf9f35c5b2cfc6869358f6a2aebafd27a229013311ea50782e5edea0e1d2699e596ebfc257894a23ee223864cc4408d3e252e,,08/10/2023 19:05,25,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PEDESTRIAN,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,08/10/2023 19:08,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,5,8,,,
887a742b3385306277af5500aa00c696fe92e36ee6ad01b1f612127022a053d2d11be1a43c300c8d432dd9540b635dde0433077c66ea6fb98c3a922ee743e22d,,10/27/2019 02:19:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,RAMP,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/27/2019 02:19:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7305,W,HIGGINS AVE,1613,,,,,,,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,14,1,10,,,
00ae4948fdd623c8b06de786a41c7a6cc67ab2f29e54dc30500d2a3cdf4860ba51b7ce24fe8cecbee7634b74d44098570d806ac8b5acaaf11d0cff27625cf79f,,08/13/2023 06:54:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/13/2023 07:30:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,849,S,AUSTIN BLVD,1513,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,1,8,,,
3b3558c02e1b695ff6f79d6b4bcaf8cb220eb83d519454bcbc67c72257a6cb29cecd72ea6d2fe0dc8a6ab861fca33b45191f63d424abc17eaf6a2091d31570a4,Y,08/11/2023 22:15,5,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",08/11/2023 22:30,UNABLE TO DETERMINE,NOT APPLICABLE,1,W,PARKING LOT G ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,6,8,,,
ec4bf87c7212061de3b958e94139aa745cfa8a9260a45a306146c09eab8e12ef8a31b8fbfc340d1c5b6d85fc82c1b9597df458fdb93c649857047d6b1497ff48,,11/08/2021 15:38,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/08/2021 15:40,NOT APPLICABLE,NOT APPLICABLE,5,W,TERMINAL ST,1655,,,,,,,2,,,,,,,,,15,2,11,,,
02a3884249e68a0769443478ef297d0135fa7d7b498c64029296d595c562d1e28395ea53aa7325a5436aa44ab5e3dee060093f5ba7ab66658d520ded4a03d691,,07/31/2023 02:00:00 AM,35,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",07/31/2023 02:02:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9730,S,COMMERCIAL AVE,431,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,2,7,41.71818395,-87.55116491,POINT (-87.551164909027 41.718183951986)
0a29b0429c4d0e851fb03dfe40f88defd8bdc352a1ee8c8471eef8b5495039ca7a3b60a55860d9cd3f35279673c7549abd91758b8123cf8650c7400f4f427bc9,,07/31/2023 08:00:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",08/01/2023 17:00,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,5857,S,SPAULDING AVE,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,2,7,41.78635453,-87.70565218,POINT (-87.705652179046 41.786354530043)
8a4c06bd70d219f56aaf602db8bdb4e11e0d0825cfc8ac89250a610247cce40acea0ed9a5071b1b2fba6de5183ca41f3a6cbb2ac0c1194017e741269fdb480c7,,05/28/2022 05:20:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,05/29/2022 10:10:00 AM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,3,W,TERMINAL ST,1653,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,7,5,,,
8b46d4cd177806e94b960e78ea19cb4987ef43b4a52292bd20a989eb26326c904b26bd746b27166f89e2eed482f35cc8b089870c81a62881282eecc0a89637dd,,07/02/2020 17:45,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,TURNING,UNKNOWN INTERSECTION TYPE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/02/2020 19:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1900,S,CANAL ST,1235,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,7,,,
945cd5df5dd911e73f1d76242cac966816367da144235db95e1c28ef340f87d0c6ebda84f2fc1b88791c5d24c5999d0e0e04d140f97b45d064989b0b8f23b603,,03/13/2021 06:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/14/2021 10:00:00 AM,IMPROPER LANE USAGE,NOT APPLICABLE,5420,S,WENTWORTH AVE,225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,7,3,,,
7951add58078fb68c9c8e6fec696389614251e3ca9b0a78d5c034250c7ab74cee56ad343f3ff9af1efc882d0e5a66f1fb0ec7de57293455e218c9b0c12763a7f,,07/31/2023 04:00:00 PM,45,OTHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR TO FRONT,OTHER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/31/2023 04:30:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,8801,S,CHICAGO SKYWAY IB,423,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,16,2,7,,,
bde92bfca22985fc0b0354b01d1eb8b71e312ff6b171c194c2815eff8464a9f38d668035dfa1c0de668e8aa383cfbc4779447effa6c2853eef22df40426ec13a,Y,08/20/2023 07:00:00 AM,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,DRIVEWAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",08/20/2023 08:35:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,2749,W,64TH ST,825,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,1,8,41.77712168,-87.69292514,POINT (-87.692925138017 41.777121674979)
a84c16b72a341682d08303ac12ec5aa9a8484ac220d61c52cd76353eb729fd73a056c03dfa40f3fe752706ddba998c044e32cb28fe2fff2efbc455e6c36dc60f,,07/31/2023 10:05:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"OVER $1,500",07/31/2023 11:48:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3941,W,JAMES J OCONNOR RD,1031,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,2,7,,,
d0ec570bb7a076dddf83ecc23884e58ec0625d73de48f270c932be49ee108e9f2d50a77968c6649b3def001564e9c59bb7d5a4647877173d82f8f8b5fb466acb,,08/20/2023 12:16:00 PM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO FRONT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/20/2023 01:40:00 PM,IMPROPER BACKING,NOT APPLICABLE,1454,W,47TH ST,924,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,1,8,41.80874937,-87.66230696,POINT (-87.662306960034 41.808749374011)
95f3d75bcce41d4cc11c3bcc8b909690fbe1d622ddda6ab13e5bbb221177c46eaf8ef41af0da91efb338b9b43007beb8b21e1eb2d5f798fac69bd93cf81f455e,,09/25/2021 05:46:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",09/25/2021 05:47:00 PM,RELATED TO BUS STOP,NOT APPLICABLE,1,W,TERMINAL ST,1651,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,7,9,,,
48a4fac22764f7385c386cef481fccf06d766e3008855e3e6105fb83c957c248f25ee3be5fd835b45592c3a33280ce019fe9f61d259e41ce94984e56e8511405,,09/15/2023 09:15:00 AM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",09/21/2023 05:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6540,S,PULASKI RD,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,9,41.77376566,-87.72278115,POINT (-87.72278115402 41.773765661984)
9729a7c7713ffa8f27dbea255b8890020570c0e3335b9bd1110fa9eb26508e33f2b20693cb44b0ea798c4c75631dfc549eb409795a43220d517a320d9ee7e0c1,,02/09/2020 14:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,REAR END,RAMP,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",02/09/2020 14:10,FOLLOWING TOO CLOSELY,NOT APPLICABLE,524,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,1,2,,,
74baa333cf92eb14efef50145c5e4c7560c265745829d7851e61ca5d7f3876e208a9ea9c244c535c38711f7718c04d845300b361d7159e1feca714813b4c8b2a,,09/21/2023 09:00:00 PM,25,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,SIDESWIPE SAME DIRECTION,PARKING LOT,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,09/21/2023 11:30:00 PM,NOT APPLICABLE,NOT APPLICABLE,1,W,PARKING LOT B ST,1654,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,5,9,,,
d933cc5ab49d3b7a1d1429fdcf1611a3398d13dbbde9aa645c0e7cd83378fcf665aa1b0a4d100c90be54ef6242620e0506c8205aa24c365431ee5c9687f9422d,Y,09/21/2023 08:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",09/21/2023 09:00:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,162,N,BESSIE COLEMAN DR,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,5,9,,,
97a7f7798ca28d25ed29986c442e41f9b988589ec2f363be83091c02bde7409ee1699252ead0940a200d09eea4091ae234ccdf7b7a4cd6311c57aaf987d968e7,,10/15/2022 10:00:00 PM,5,OTHER,OTHER,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",10/15/2022 10:01:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1,W,PARKING LOT A ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,7,10,,,
9b67c855ae91feedee2909a4f0f24627c5eb010e4512afba5028513071d0e6cf2087d65ae7d9c50d49cb9ba5f9f307c96a60b0b8db378d12df1e62e38bc8ac16,,02/03/2023 13:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/03/2023 13:25,NOT APPLICABLE,NOT APPLICABLE,102,W,I190 EXPY,1654,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,6,2,,,
9bcf6196e48e1d1246507609659e37d210ac45ed650d6b50dba5d35d656889f5dce0a3fad52e634aab281b6dbfb79413d3301c9779392d1651ae7a319fb0efa9,,04/16/2022 11:00:00 AM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",04/16/2022 11:10:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,630,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,7,4,,,
fe9c230df33a8c834bf81b510cd488885992b21cf1a57feec93691e4044e65da9f4f3460f32602c6205498a3571620833bbd9860450aa8514f3f3e891ab08421,,07/31/2023 01:00:00 PM,25,NO CONTROLS,NOT FUNCTIONING,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/31/2023 01:30:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,4510,W,FULLERTON AVE,2521,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,2,7,41.92443929,-87.73949062,POINT (-87.739490621032 41.924439290993)
9ef447c21056cb3d443b2b43e4a7d5d39117f050ece6d745c88f7b3f6cb5f0dca3a747a89b5a133044c695aa3c0491bb829b7ce9bed92985ab4524eb876986d7,,04/12/2022 16:15,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/12/2022 16:20,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3,W,TERMINAL ST,1653,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,3,4,,,
a0c18f7b95e66b4ac5d079ad2b10984febbdf79863b2db7f62cd28e2b01b2f1c0fca6064bfc1e209a0d02ce8632aa0ea1617fdd0293ad822a8ad56d1fafdd774,,06/20/2023 07:40:00 AM,55,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",06/20/2023 07:52:00 AM,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,15,W,I190 EXPY,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,3,6,,,
6424a51397f8c94bb564646ad310f28f55028d4d931bfcfa091c7e1f3692debbf97076b6a55dfd2feb7da2123cc7c8aea155fe885e483000723f2a8e0a0649d9,,09/21/2023 03:30:00 PM,25,OTHER,UNKNOWN,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,PARKING LOT,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",09/21/2023 03:35:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,524,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,9,,,
03a09ea6e112e0810f238111bd470df6070b7a96ae63b121ea039c5e6ac86b588e9e6d6edb436818a4ee47da05bd9cb772d6c868b919c13e7da38a9fec63312f,,06/10/2019 8:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,06/10/2019 8:10,UNABLE TO DETERMINE,NOT APPLICABLE,2,W,TERMINAL ST,1652,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,2,6,,,
a6295e83f76966b66b5b22c201bf76bcf83ddcd45a8d594dce6d55692787184689131c41381e7dd35e92c1044a23e3212491a74f0476d3619a78e69eb6014b35,,11/04/2018 6:45,45,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,ANGLE,OTHER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/04/2018 6:48,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9859,W,KENNEDY EXPY IB,1654,,,,,,,4,INCAPACITATING INJURY,1,0,1,0,0,3,0,6,1,11,,,
a6f90d2b9e5258c5d946b6bc1917152c0cd34c02e38624759f5c31dde1715bcde2cfa1d3702ba50900ab9188483e3c400ecfbd5a0e4be77be256ac0e5954a14f,,09/19/2022 12:07:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DRIVEWAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",09/26/2022 12:40:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,4551,N,RACINE AVE,1913,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,2,9,,,
a7c003ed9b1a1103089a533442291e190c2508f19c98adbde3af9bccd92390bcebae5f5cd61eb2de8718e1b1c84cff8b1481eaa83cf373a9355c8a12f076b195,,12/20/2019 08:58:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",12/20/2019 09:00:00 AM,IMPROPER LANE USAGE,NOT APPLICABLE,2,W,TERMINAL ST,1652,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,12,,,
a8c3dc01bac5164ab9c0f40b5f4b82c4d362e705c345c4d5a0d22366c7f713333b9dba90c2bd7408c6525976b8da72fe197146696d26e4057bec275ebb74a73b,,09/09/2022 16:53,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",09/09/2022 16:53,IMPROPER LANE USAGE,UNABLE TO DETERMINE,5502,N,HARLEM AVE,1613,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,9,,,
ac248291bcaedae8b108e9b3c83af9c578bf899c7b684b556e7ea8d9f893caf4194cdca8aa663ab08e0404e1cb0fdbeeaddcbe81894ec96972c3dc606e9bb6cc,,06/04/2023 9:20,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",06/04/2023 9:25,UNABLE TO DETERMINE,NOT APPLICABLE,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,1,6,,,
